signal_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,label
194,-0.1789723,-0.08071112,0.02199962,0.1031502,0.0797015,-0.06289611,-0.1608177,-0.2045352,-0.1524233,-0.07703501,-0.0837932,-0.05066328,-0.01134229,-0.01630671,0.006644633,0.0139683,0.002554552,-0.01152109,-0.04650154,-0.06313965,-0.02406818,0.049221,0.08055636,0.07705396,0.06942026,0.05569795,0.09368725,0.1764949,0.2355592,0.2191212,0.1673159,0.1501081,0.120278,0.1171103,0.1627322,0.161449,0.1124792,0.01470865,-0.07292051,-0.1031618,-0.1518053,-0.1916491,-0.2090858,-0.219326,-0.2160046,-0.2225595,-0.2047134,-0.2004136,-0.2097175,-0.1663494,-0.1049555,-0.02090626,0.05089599,0.09720072,0.1511673,0.1252479,0.09039763,0.147317,0.1749086,0.1478321,0.1263041,0.08062004,-0.01439144,-0.09749856,-0.03982815,0.1097156,0.1464317,0.06734274,-0.07219245,-0.2185344,-0.2206073,-0.1609297,-0.1477026,-0.08753155,-0.0225135,0.001723626,0.02604353,0.01859343,-0.009329882,-0.03184896,-0.0561578,-0.05125384,-0.0193352,0.01477128,0.04486636,0.04471404,0.03891544,0.05424706,0.08412702,0.1681181,0.2437084,0.2307165,0.2021402,0.1640898,0.1002168,0.1030032,0.1495991,0.1348416,0.05959278,-0.02367081,-0.05829228,-0.08267792,-0.1330925,-0.1305882,-0.1606379,-0.2293079,-0.1931944,-0.1661355,-0.1675631,-0.1450773,-0.1695835,-0.1705371,-0.1551771,-0.1506355,-0.1093319,-0.05659448,0.05002652,0.1518763,0.1329513,0.08345843,0.08798221,0.1231381,0.1652045,0.1882116,0.1960207,0.1762295,0.01230177,-0.2184334,0
195,0.31666,0.3448222,0.4186691,0.3619123,0.2144345,-0.02898665,-0.1758683,-0.1363247,-0.1414891,-0.08274619,0.02569898,0.01351618,0.02232699,-0.003991618,-0.1411429,-0.2657633,-0.2930918,-0.1753122,-0.07540269,-0.1012981,-0.1191046,-0.09674735,-0.07661826,-0.03694263,-0.002428898,-0.02359612,-0.02899743,0.01299679,0.06994718,0.1671455,0.2194512,0.2123052,0.2530712,0.3047665,0.3120435,0.2388857,0.123547,0.1048259,0.1474525,0.1770877,0.1985978,0.09565642,-0.1112057,-0.1951482,-0.2136512,-0.3083092,-0.3354235,-0.3087659,-0.3485809,-0.334647,-0.2823316,-0.2562993,-0.171495,-0.1055274,-0.08045635,-0.02933865,0.03483136,0.1704496,0.26988,0.2789344,0.3954107,0.5258534,0.457232,0.1888403,-0.1241098,-0.2015972,-0.1049301,-0.1162064,-0.1062305,-0.004491759,0.02633953,0.0373481,-0.01962385,-0.1334804,-0.147934,-0.1584179,-0.1503268,-0.114865,-0.1276654,-0.09286936,-0.05078724,-0.03331901,-0.02641704,-0.0535274,-0.04507205,-0.008456762,0.03174573,0.03521886,0.01552615,0.05623358,0.08628104,0.1365545,0.2589186,0.3136021,0.2910397,0.2960559,0.2808524,0.1186185,-0.07140287,-0.04804611,0.1287636,0.2343255,0.1951924,0.1052551,0.01865037,-0.1011117,-0.1936181,-0.2251361,-0.2678202,-0.3237091,-0.3654799,-0.3591787,-0.2931401,-0.2144722,-0.1363946,-0.1016861,-0.09037279,-0.007481574,0.109996,0.211869,0.2712209,0.3331902,0.4944348,0.5866473,0.3778867,0.01137673,-0.1546743,-0.1320688,0
200,-0.1903202,-0.1811743,-0.1518537,-0.1015427,-0.03899245,0.04657584,0.1381575,0.1450829,0.09220182,0.09027051,0.1049508,0.099001,0.09825756,0.08670845,0.08792034,0.07916497,-0.003538302,-0.1088335,-0.1368327,-0.04526077,0.05990592,0.06853195,0.001951952,-0.07011447,-0.08049474,-0.09339521,-0.1169042,-0.08168439,-0.07592284,-0.06355147,-0.01925981,-0.02392675,-0.001745747,-0.00443898,-0.04485358,-0.01552047,-0.002490401,0.005847618,0.03407262,0.01341324,0.01459409,0.05069934,0.09518013,0.1513677,0.1889201,0.2308501,0.248274,0.2179883,0.1881508,0.1119847,0.02106489,0.04152155,0.07564924,0.03407531,0.02117088,0.002297892,-0.04977725,-0.06212364,-0.1112269,-0.1733593,-0.1871182,-0.2182777,-0.2158747,-0.1801873,-0.1703275,-0.1708653,-0.1938925,-0.1982518,-0.1540641,-0.08451464,-0.01658292,0.05665966,0.1667953,0.1835638,0.1269358,0.1692802,0.1809723,0.1372806,0.1348766,0.101029,0.09508929,0.06156288,-0.1011875,-0.184164,-0.106226,0.008882216,0.06619718,0.04011167,-0.0196902,-0.07590226,-0.08353418,-0.05877806,-0.0548027,-0.05546248,-0.04635333,-0.02712116,-0.01163934,0.00010791,-0.001567654,-0.02570635,-0.03676755,-0.03156279,0.00456623,0.05544828,0.06913357,0.07308013,0.07452535,0.06654773,0.08016777,0.1272831,0.2039536,0.2498799,0.2195527,0.1786229,0.1506394,0.1098685,0.0817718,0.06642893,0.09648515,0.1420002,0.06913937,-0.01870613,-0.015227,-0.02951215,-0.06542878,-0.1072666,-0.1695679,-0.2116987,0
201,-0.1057437,-0.03367167,0.03293256,0.0900706,0.08400083,0.1130831,0.1386637,0.2156063,0.2445289,0.171494,0.1813917,0.3125624,0.534368,0.628065,0.4915442,0.2565123,-0.06934131,-0.2822805,-0.3273526,-0.445356,-0.5004946,-0.4597011,-0.5163605,-0.5375021,-0.5167659,-0.4811138,-0.2294464,0.1362383,0.3672912,0.4082054,0.3921727,0.3894685,0.3367558,0.386022,0.4139986,0.1377264,-0.09005774,0.01350368,0.1394327,0.08058287,0.0008686353,-0.1148357,-0.3106393,-0.3487841,-0.280838,-0.2275505,-0.2036737,-0.238844,-0.2047895,-0.1848081,-0.1576137,-0.0449209,0.01374987,0.09735098,0.1380858,0.09426089,0.1100878,0.1792559,0.3137046,0.3784929,0.3354071,0.2577444,0.1718455,0.2987966,0.518103,0.5140083,0.3031491,-0.006407146,-0.2376026,-0.3564619,-0.4833004,-0.523258,-0.446549,-0.3984207,-0.3991663,-0.432612,-0.4706458,-0.4035223,-0.1413027,0.2384635,0.458026,0.4909853,0.5013676,0.4623338,0.4491483,0.3403328,-0.05706975,-0.2845439,-0.05147119,0.2317908,0.2217001,0.02793517,-0.1582697,-0.2945529,-0.3149033,-0.2708639,-0.2145232,-0.1800707,-0.2228182,-0.2019546,-0.1833991,-0.156213,-0.00918333,0.06072815,0.09391653,0.1255634,0.1041775,0.1177906,0.1569476,0.2923105,0.4086602,0.3082439,0.1611234,0.168945,0.3445591,0.5552735,0.5593753,0.2683411,-0.01702192,-0.127708,-0.290503,-0.4937287,-0.5440726,-0.5111334,-0.5036728,-0.4802113,-0.4754065,-0.4730914,0
202,0.01872207,-0.0298329,-0.0839861,-0.1573686,-0.2134393,-0.2147723,-0.2130878,-0.1964418,-0.153578,-0.144693,-0.1516531,-0.1453047,-0.1326089,-0.07005731,0.06164218,0.1770797,0.1981354,0.1672342,0.164909,0.2032698,0.2880117,0.404761,0.4120191,0.2473122,0.05181864,-0.08581089,-0.1890881,-0.2523039,-0.2213505,-0.1035729,0.02963677,0.09278856,0.01224801,-0.08067414,-0.1148477,-0.2052724,-0.2370254,-0.1992015,-0.2136443,-0.1923877,-0.167979,-0.1612722,-0.1136935,-0.09655251,-0.1122848,-0.121474,-0.0963441,-0.02265697,0.07975215,0.1810953,0.2206828,0.2256588,0.2160225,0.1706763,0.1338632,0.1137105,0.122596,0.1345892,0.107799,0.07101271,0.02421257,0.03365918,0.09721486,0.1272088,0.1553822,0.1209532,0.02838021,-0.02016538,-0.1257081,-0.2562863,-0.2544903,-0.213599,-0.2470953,-0.2741888,-0.2749124,-0.2934254,-0.2487982,-0.1707135,-0.1057972,0.003594617,0.1164487,0.2573095,0.3716616,0.3571796,0.3118126,0.2870691,0.3278142,0.368249,0.2478086,0.05173603,-0.1232699,-0.2424443,-0.2339514,-0.09405263,0.06328317,0.07293407,0.009454717,-0.01616355,-0.1253355,-0.2563387,-0.2728861,-0.2673245,-0.2483597,-0.1908037,-0.1597271,-0.144946,-0.1336108,-0.113107,-0.07567057,-0.04169791,0.00948324,0.05258681,0.07129703,0.09298069,0.1230903,0.1920579,0.2509229,0.2271814,0.1911533,0.1791553,0.1373582,0.0709203,0.006255122,-0.02195085,0.02138764,0.103115,0.1921816,0.2145359,0
203,-0.101175,-0.1212894,-0.1150023,-0.1050845,-0.1013928,-0.07026711,-0.02269832,0.07311623,0.1584993,0.1695475,0.1738769,0.2041415,0.2629151,0.3039605,0.2151319,0.08138048,0.0954307,0.1914179,0.2556918,0.3084005,0.3330216,0.3280593,0.184685,-0.1222923,-0.2738258,-0.2766817,-0.3594928,-0.3990116,-0.3793046,-0.3806889,-0.3263476,-0.2864829,-0.3248999,-0.3315997,-0.2478783,-0.05839694,0.1806043,0.289798,0.2917477,0.3737212,0.4747786,0.5134302,0.5247052,0.3116113,-0.07662336,-0.1877969,-0.1233204,-0.1680792,-0.1464352,-0.08522976,-0.08831775,-0.1371795,-0.2705972,-0.2910735,-0.1866167,-0.1069782,-0.02556039,-0.06115368,-0.1257139,-0.09711745,-0.09779205,-0.05194043,0.01380218,0.04937973,0.1406456,0.1673468,0.117163,0.111184,0.1558231,0.1948164,0.1640339,0.1415316,0.1859848,0.2305585,0.2641748,0.2933049,0.343044,0.4019559,0.3307451,0.06342027,-0.2339546,-0.3323858,-0.3447727,-0.4557933,-0.4572052,-0.3910369,-0.4148302,-0.3444761,-0.3262382,-0.3795429,-0.2828068,-0.1483832,0.08662243,0.306194,0.3382751,0.4367995,0.5519853,0.5849387,0.5503218,0.2840733,-0.1125442,-0.2868221,-0.2011746,-0.1470991,-0.08008693,0.009802778,-0.1135183,-0.2188852,-0.23049,-0.270076,-0.2001523,-0.1212816,-0.1138862,-0.137854,-0.1606974,-0.094749,-0.03441656,-0.01098583,0.03833344,0.09314924,0.1463228,0.1648641,0.1288024,0.09459787,0.1478508,0.1983651,0.1462234,0.1392852,0
204,-0.01373893,-0.03437979,0.0414932,0.1881566,0.3007368,0.2968005,0.1624603,0.05008329,0.08873357,0.1057208,0.0380827,0.001875857,-0.003341618,0.06200913,0.2053782,0.2339096,0.07167362,-0.1481499,-0.2924129,-0.2926081,-0.2212763,-0.1717823,-0.1630161,-0.1815405,-0.1561268,-0.08747938,0.008048921,0.08093604,0.03879097,-0.007473184,0.04951621,0.2863582,0.6022305,0.5618333,0.3104149,0.2101775,0.01640085,-0.215631,-0.2814183,-0.2892481,-0.2003397,-0.06984681,0.03058919,0.04712171,-0.06738383,-0.1197697,-0.1348087,-0.1479726,-0.1161517,-0.1220558,-0.09828615,-0.1091103,-0.1446588,-0.100211,-0.06298805,0.009569308,0.06787349,0.1058325,0.212379,0.2314781,0.1935601,0.1938807,0.1509983,0.1031681,0.07257282,0.01145668,-0.04609232,-0.07285362,-0.0982626,-0.07304073,0.08840455,0.2614907,0.2350996,0.04087453,-0.1371801,-0.2163425,-0.211574,-0.1460736,-0.06590919,-0.06340273,-0.1220208,-0.1201883,-0.07153004,-0.01894055,0.01682057,6.867959e-05,0.02361085,0.1487697,0.3600277,0.5104493,0.4443315,0.3576676,0.2461351,0.0004969798,-0.1330325,-0.2400918,-0.3635399,-0.23927,-0.07167217,0.007288376,0.07949602,0.008783931,-0.08776526,-0.124075,-0.1878988,-0.1710294,-0.1353092,-0.1219118,-0.05086857,-0.02906339,-0.029342,-0.02315169,-0.07287582,-0.08685757,-0.01722399,0.1029319,0.1724054,0.1596851,0.1782275,0.1889095,0.1658693,0.1696217,0.1222857,-0.04412239,-0.2386143,-0.2651135,-0.1394627,0.0138705,0
209,-0.1409818,-0.09053646,-0.0364446,-0.02677962,0.05006111,0.140238,0.1778745,0.2211642,0.2782661,0.2442072,0.1886496,0.190211,0.1590472,0.131102,0.04117346,-0.0632683,-0.02326637,0.0214108,0.1052059,0.249762,0.2916694,0.2129196,0.03913924,-0.08620052,-0.1544937,-0.2292404,-0.24044,-0.2613469,-0.284651,-0.3008908,-0.335053,-0.2931498,-0.2232175,-0.1476336,-0.0599465,0.04302913,0.2209377,0.3650382,0.4038517,0.3403886,0.2706599,0.3474867,0.3962892,0.3228383,0.2029444,-0.01506053,-0.1973894,-0.2490198,-0.1970488,-0.0119929,0.1346472,0.1332485,0.02942644,-0.1333073,-0.222972,-0.2559035,-0.2705561,-0.2181348,-0.1600651,-0.1134747,-0.1032566,-0.1349076,-0.1430731,-0.1430744,-0.1188421,-0.06436297,-0.008033559,0.03273524,0.04077749,0.07678466,0.1427009,0.2016471,0.2451555,0.2263459,0.1853145,0.1559837,0.0911595,0.01803704,-0.02976392,-0.02561481,0.06697441,0.1642281,0.2006918,0.2013044,0.1236245,-0.0255031,-0.1405127,-0.1957747,-0.2291947,-0.2350058,-0.218967,-0.2212241,-0.233225,-0.2506169,-0.2669826,-0.2522864,-0.2063635,-0.1139089,-0.001592099,0.169163,0.4172728,0.4537745,0.2958086,0.2876097,0.310767,0.2915929,0.341676,0.2843654,0.07857348,-0.2046928,-0.3551815,-0.2152739,-0.1214699,-0.01042636,0.2145411,0.1745204,0.03175066,-0.07910806,-0.2616715,-0.3113433,-0.2835471,-0.2657597,-0.1997122,-0.1579938,-0.131605,-0.117993,-0.1155189,-0.1080932,0
210,0.1932578,0.2817036,0.2899891,0.1840473,0.07563653,0.06050713,0.4526304,0.8223322,0.6194244,0.204898,-0.0328042,-0.1609481,-0.2584534,-0.4223287,-0.5519125,-0.463614,-0.4592414,-0.4604783,-0.3819161,-0.4727453,-0.3985501,-0.2207945,-0.002294196,0.3301831,0.3620697,0.3535231,0.3681526,0.3024523,0.4659786,0.4716996,0.06102436,-0.3132283,-0.1181052,0.2521984,0.1473733,0.0497379,-0.07422818,-0.3445752,-0.2922391,-0.2526092,-0.2463429,-0.1811697,-0.2632971,-0.244399,-0.2312669,-0.2259711,-0.09753598,0.01861643,0.151192,0.143381,0.09136663,0.1502523,0.1999174,0.3377324,0.3741919,0.1786704,0.05800379,0.1460301,0.3397182,0.4738909,0.471629,0.2448113,-0.0686648,-0.1440808,-0.1858107,-0.3917614,-0.488826,-0.431972,-0.4231074,-0.4292884,-0.4011463,-0.4222279,-0.3831542,-0.2020592,0.05697413,0.2808628,0.3675159,0.4551584,0.4448411,0.3209974,0.3820797,0.3150464,-0.009784147,-0.1843877,-0.09934105,0.1425106,0.2330724,0.08594305,-0.1303641,-0.2912026,-0.2383332,-0.205351,-0.2537056,-0.2119819,-0.2245965,-0.2260146,-0.2013349,-0.2094665,-0.1591711,-0.09338387,0.03149247,0.1745828,0.2047785,0.1539697,0.1265682,0.2095291,0.2871747,0.2907551,0.2685423,0.1544433,0.06249723,0.2420959,0.5075542,0.4602908,0.2157136,0.01808211,-0.1293718,-0.2020042,-0.2993998,-0.4023948,-0.4103424,-0.3802138,-0.3114296,-0.3145637,-0.3338484,-0.2375723,-0.1102058,0.07126343,0
211,-0.1220369,-0.145996,-0.1504334,-0.1270774,-0.09721097,-0.09601501,-0.07888474,-0.03583231,-0.04028788,-0.03787961,0.01102076,0.03953113,0.06195137,0.1185698,0.147529,0.09932241,0.07797604,0.1530199,0.222372,0.2507366,0.2766651,0.1890415,-0.04752299,-0.1603191,-0.01942145,0.1626756,0.2592706,0.2509422,0.1038066,-0.08305762,-0.1728275,-0.1881743,-0.2348738,-0.283564,-0.282516,-0.2874076,-0.258525,-0.1931846,-0.1755501,-0.149405,-0.07898098,0.01859486,0.1357893,0.2291641,0.2806518,0.2745459,0.2668075,0.2989802,0.3148708,0.3128129,0.255459,0.06778337,-0.2077504,-0.3468549,-0.2697807,-0.2165489,-0.167078,-0.07749124,-0.1154386,-0.1268384,-0.08732323,-0.1157339,-0.1029952,-0.09865713,-0.09571133,-0.05040028,-0.04530784,-0.01193568,0.04063114,0.06950742,0.09885078,0.08269152,0.04543821,0.02796072,0.09530468,0.2607758,0.3469276,0.279892,0.1178827,-0.08288077,-0.1478637,-0.002882467,0.1028051,0.09635204,0.1539474,0.1501522,0.008159955,-0.09507773,-0.1416555,-0.1617224,-0.2236588,-0.3048191,-0.2804395,-0.2591199,-0.2311202,-0.1563734,-0.1425042,-0.0967286,-0.01316667,0.0667603,0.1946275,0.2951364,0.3382076,0.3254639,0.3083536,0.3199355,0.2538349,0.1864073,0.1895747,0.1187078,-0.07661957,-0.2720907,-0.3078079,-0.2109525,-0.1421133,-0.1252646,-0.1216436,-0.1242166,-0.1046142,-0.07589116,-0.07307924,-0.06529843,-0.04993813,-0.05381434,-0.04216725,-0.00214323,0.034962,0.06324645,0
212,-0.2082777,-0.2703637,-0.237813,-0.1777678,-0.08688901,-0.05955734,-0.07405681,-0.07123541,-0.09530673,-0.1448939,-0.1702189,-0.1236161,-0.01762356,0.1631769,0.3493817,0.387667,0.3456695,0.3285109,0.3162626,0.2863836,0.1889364,-0.03010039,-0.2050083,-0.1157349,0.0239973,0.04712144,0.09060276,0.03328184,-0.1279269,-0.2296154,-0.2926081,-0.2674488,-0.2588677,-0.3149688,-0.3178826,-0.3760613,-0.4010828,-0.3149508,-0.2268473,-0.08033723,0.06920882,0.2234737,0.412439,0.5312022,0.6046823,0.5657303,0.3813326,0.1758039,0.03088356,-0.01139824,-0.05834753,-0.07165696,-0.006707759,-0.07361077,-0.1782114,-0.2402495,-0.3254931,-0.2949013,-0.2565925,-0.2662818,-0.2502036,-0.3089992,-0.325937,-0.26189,-0.1642254,0.004402241,0.1579886,0.3472834,0.4891998,0.4318453,0.3595908,0.3493308,0.3449874,0.2933504,0.03517813,-0.246663,-0.1773292,-0.01945809,0.06324271,0.331799,0.3171655,-0.1052659,-0.3141965,-0.3642906,-0.37415,-0.4012297,-0.4595318,-0.3423915,-0.3530373,-0.4163221,-0.3516222,-0.2954667,-0.04809261,0.08930414,0.1351408,0.4274088,0.5386061,0.4756125,0.4792148,0.4237312,0.2706868,0.09632575,-0.01570057,-0.09638858,-0.06685148,-0.0120997,-0.08388157,-0.152918,-0.2545875,-0.3124649,-0.2710984,-0.3082954,-0.3113933,-0.2783815,-0.2943667,-0.2385145,-0.1767515,-0.1107879,0.05819103,0.2492245,0.3997554,0.4688757,0.4676346,0.4390562,0.3537551,0.222649,0.04902945,-0.09209309,0
213,-0.211089,-0.3837787,-0.4020402,-0.4973839,-0.5806931,-0.4962701,-0.3733076,-0.3697799,-0.3717091,-0.2896396,-0.1267549,0.1511845,0.3108155,0.3385545,0.492798,0.5009774,0.3698027,0.4255701,0.3681399,0.1047182,-0.08398911,-0.04200131,0.1727574,0.1864525,0.02513197,-0.1441553,-0.305583,-0.3228424,-0.3618596,-0.3349774,-0.2124172,-0.2356858,-0.1859079,-0.1511392,-0.1209376,0.06827034,0.126718,0.1594129,0.1984772,0.1553238,0.2286616,0.3738947,0.4721277,0.3259699,0.05457453,0.05457967,0.1902243,0.3754479,0.545184,0.3395496,-0.05079382,-0.2797016,-0.4446561,-0.5571263,-0.5722929,-0.5026879,-0.3851492,-0.3726767,-0.3945382,-0.3264351,-0.1829836,0.03467215,0.1206718,0.1238805,0.3352395,0.535638,0.5541083,0.5152583,0.2816729,-0.1457883,-0.3179263,-0.04933235,0.2200713,0.204149,0.05231953,-0.1749551,-0.3363149,-0.3387617,-0.367737,-0.3397523,-0.2269952,-0.2218341,-0.2236991,-0.1842047,-0.1317698,0.002753988,0.125314,0.1678965,0.1644437,0.1626943,0.2295818,0.3105417,0.307276,0.1973677,0.07233318,0.0556539,0.146781,0.4083529,0.7125135,0.5751882,0.0743177,-0.3116393,-0.4644815,-0.4343999,-0.5008796,-0.5761284,-0.4168417,-0.4302921,-0.4601155,-0.3429206,-0.3275384,-0.05529724,0.2741777,0.3589012,0.4396809,0.5077215,0.5778434,0.505665,0.3175163,0.08772619,-0.124667,0.02448722,0.1807142,0.1746257,0.1007639,-0.217437,-0.3285494,-0.3066072,0
217,0.02694406,0.01377568,0.1158506,0.3271723,0.4030614,0.1830541,-0.1170528,-0.2039231,-0.01297434,0.2077653,0.2528507,0.1413883,-0.05691924,-0.225904,-0.2545337,-0.1993517,-0.1977371,-0.2125263,-0.202065,-0.2283553,-0.2286857,-0.2044881,-0.1817442,-0.07859902,0.02754656,0.08727859,0.1643464,0.2578857,0.3385184,0.3457796,0.3399628,0.3652417,0.3287995,0.2458137,0.07492082,-0.1653116,-0.2894544,-0.3126582,-0.2484804,-0.1277136,-0.1020022,-0.1012903,-0.09826533,-0.1287685,-0.1177481,-0.1258219,-0.1355681,-0.07560791,-0.02610939,-0.01880875,-0.0259318,0.002816761,0.04353802,0.05129547,0.08444233,0.1000262,0.07636865,0.0896373,0.1417114,0.2648344,0.3720358,0.2572581,0.007809119,-0.1389083,-0.1061404,0.04633051,0.1892399,0.252229,0.1939805,0.04297159,-0.07014094,-0.1382683,-0.1849839,-0.2508257,-0.3322745,-0.3257341,-0.3141466,-0.2965905,-0.2378261,-0.2057159,-0.1048614,0.01929205,0.1297961,0.2628792,0.3023434,0.2830518,0.2811253,0.3047,0.3143619,0.2624082,0.2298894,0.2163221,0.106587,-0.1457214,-0.3509236,-0.3463483,-0.2476286,-0.1120511,-0.03402878,-0.07719625,-0.09285119,-0.1063397,-0.1514278,-0.1312694,-0.07131778,-0.01552555,0.01918615,0.01879614,0.02374171,0.0480697,0.07026585,0.08494667,0.05882083,0.02519582,0.0699094,0.1636488,0.26367,0.2942283,0.2062439,0.1253106,0.02540757,-0.1444291,-0.1506873,0.04941707,0.2366506,0.3038845,0.1923649,-0.005273938,0
218,-0.1548867,-0.1113271,-0.06634859,-0.03109491,-0.02025071,0.03551632,0.09015343,0.09128508,0.04885648,0.02117768,0.09610665,0.1822068,0.1790174,0.1482989,0.1202053,0.08060636,0.1186898,0.2447637,0.3319253,0.3715228,0.3529838,0.2442001,0.07297727,-0.1584028,-0.3442386,-0.3952337,-0.3524419,-0.3072271,-0.2835257,-0.2039656,-0.1796494,-0.2166428,-0.1762211,-0.152494,-0.0889773,0.03519752,0.09542146,0.162362,0.2401071,0.3806811,0.5002628,0.3629694,0.2131693,0.1743277,0.04155545,-0.07384793,-0.09158989,-0.09056814,-0.07275192,-0.08192392,-0.102061,-0.1370896,-0.2184958,-0.2209834,-0.1778897,-0.189495,-0.1720414,-0.1382994,-0.1173357,-0.1034293,-0.1180674,-0.0990851,-0.04411318,0.03405401,0.1101299,0.107327,0.1012766,0.1248855,0.1121178,0.1167052,0.1778248,0.2176783,0.1481015,0.05893296,0.084493,0.1207125,0.1379339,0.2256217,0.2723796,0.2402821,0.182228,0.03456282,-0.155135,-0.2922714,-0.3315857,-0.2579381,-0.208121,-0.2316306,-0.2374755,-0.2372911,-0.2336786,-0.1868779,-0.1110813,-0.0196802,0.06402973,0.09138421,0.07922468,0.08966469,0.1380692,0.2697302,0.4170269,0.3726201,0.2599294,0.1801399,-0.008123153,-0.08316767,-0.04984224,-0.1027916,-0.03718534,-0.03972902,-0.1366524,-0.07710578,-0.1415163,-0.2088616,-0.1587286,-0.1948052,-0.158156,-0.1335082,-0.1410155,-0.1046764,-0.138194,-0.1012754,-0.02326942,0.0446902,0.1270721,0.1384073,0.1393255,0.1121148,0
219,0.4242112,0.3389172,0.1038106,-0.1549355,-0.2676283,-0.1956144,-0.1186977,-0.1023693,-0.08753664,-0.1150185,-0.1307809,-0.1281748,-0.1581381,-0.1507393,-0.1722838,-0.1973415,-0.2088976,-0.3136846,-0.3207948,-0.1575392,0.07938491,0.2506698,0.1713218,0.1079025,0.1767751,0.2150952,0.3462201,0.4178376,0.2979143,0.210061,0.1188929,0.03543336,0.05566676,0.05954344,0.04668989,0.0005774114,-0.1285588,-0.2289955,-0.2750033,-0.2951018,-0.291786,-0.2807644,-0.269202,-0.2735225,-0.2733282,-0.2515892,-0.1881663,-0.07573353,0.08313928,0.3159368,0.4313742,0.3204172,0.3237904,0.544534,0.6473577,0.4161699,-0.01130402,-0.2673555,-0.2989327,-0.2748148,-0.210042,-0.1762332,-0.1394088,-0.1178399,-0.1759662,-0.1621112,-0.1554206,-0.1761408,-0.1657689,-0.2314216,-0.2536598,-0.2179697,-0.1517624,0.02210613,0.1852249,0.2431402,0.2153333,0.2478644,0.3649685,0.4266162,0.4221565,0.358989,0.2629195,0.08062452,-0.07613059,-0.02341094,-0.01182163,-0.06147794,-0.07503772,-0.1892344,-0.2749091,-0.3115058,-0.3412464,-0.2853347,-0.2538346,-0.261956,-0.2615751,-0.248188,-0.150458,0.0398992,0.2266004,0.3151127,0.354347,0.3372703,0.2739164,0.3399021,0.4724903,0.5079853,0.298962,-0.103573,-0.2226149,-0.1087113,-0.09198214,-0.03252345,-0.02752119,-0.1340301,-0.1956141,-0.2797024,-0.3027271,-0.2686769,-0.2886572,-0.278013,-0.2747044,-0.2687236,-0.1575507,0.0490397,0.2524312,0.2851783,0
220,-0.07570904,0.01560425,0.2343959,0.4043381,0.300896,0.08281358,-0.1255727,-0.3500367,-0.4019315,-0.3804883,-0.377535,-0.2986579,-0.272463,-0.2559911,-0.1756738,-0.1411859,-0.1145904,0.001725621,0.1548186,0.1805193,0.1710962,0.3527451,0.651953,0.7883622,0.4488905,-0.07937707,-0.2178204,-0.1740621,-0.1051556,0.03511776,-0.09256169,-0.2688454,-0.2298277,-0.2940942,-0.3953124,-0.3887532,-0.310832,-0.08083059,0.1332319,0.1549555,0.02948323,-0.117076,-0.1429471,-0.1030373,0.02509472,0.2941078,0.432715,0.3704314,0.3179248,0.1988078,-0.02626174,-0.06897475,0.03665498,0.1092357,0.2999992,0.4391946,0.2989109,0.08691419,-0.1045273,-0.1336433,-0.05140923,-0.1526394,-0.174749,-0.1382276,-0.2945965,-0.3453338,-0.3483518,-0.3684207,-0.2390333,-0.1171089,0.02939996,0.1785291,0.2794589,0.4708677,0.6713497,0.7601424,0.5565,0.1658482,-0.1584272,-0.5015266,-0.5681702,-0.2328152,0.01602861,0.01720793,-0.1405945,-0.3203139,-0.4124771,-0.4233691,-0.2401292,0.05448785,0.1568012,0.01322773,-0.126623,-0.1163988,-0.07490992,0.005783768,0.1192874,0.1419662,0.1422367,0.1558346,0.1842697,0.2552773,0.2671277,0.1453187,-0.04118611,-0.09736628,0.03213677,0.2434206,0.411883,0.2999708,0.01880142,-0.120325,-0.1987524,-0.2378303,-0.2349031,-0.2933788,-0.3001124,-0.2920568,-0.3138975,-0.2598124,-0.2052095,-0.1699114,-0.08743267,0.09911011,0.2586285,0.2126603,0.2744495,0.5874645,0
