feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
2011,109.8369135731954,0.7053038260525342,1.1,109,0.4540062255938506,173,-3,0.19,44.51149425287356,break_bug
2012,197.69509368248788,1.3454069190256024,-0.3,188,0.19817226972311724,171,-4,0.1,51.04597701149425,engine_ignition
2009,152.64933037249136,9.592931627518336,-1.2,121,-0.36768112345927956,172,10,0.1,45.01149425287356,engine_check
2018,104.1809403185854,-0.7785238615740707,-0.1,485,-0.9723254614270641,172,-8,0.1,45.33908045977012,gear_stick
2012,104.65825501560136,6.626382466133543,-0.4,447,1.3279630346854623,173,-2,0.1,44.37356321839081,gear_stick
2019,177.34619898603324,2.9628234853017426,-1.0,243,0.6889789347092403,174,7,0.0,46.66666666666666,electro_bug
2016,119.18247607967756,-2.5709358067880927,-0.2,325,0.45092308575758394,171,16,0.1,45.05172413793103,gear_stick
2017,180.9807301319001,-8.673654432314663,0.6,332,-0.5223288027047861,173,12,0.1,49.94252873563219,engine_overheat
2011,170.82006667830802,-8.487218291183638,0.7,188,0.5136599688707837,174,-4,0.1,49.04597701149425,engine_ignition
2019,183.83605990339555,7.398392809484044,-0.6,141,-0.6629556898348014,171,-18,0.0,48.63218390804597,electro_bug
2015,187.8627335471007,12.306011474511768,-1.8,499,0.10114284144581506,174,10,0.0,49.86206896551724,electro_bug
2016,182.88740959869523,-15.97223340496106,-0.6,366,-0.363254404510229,170,-3,0.0,48.21264367816092,electro_bug
2011,165.0,-15.874439558467689,0.2,355,1.8506165845205982,173,-5,0.1,43.21264367816092,engine_check
2015,196.48013717751056,7.040044097962959,-0.4,62,-0.6980310959397035,173,10,0.0,48.53448275862069,electro_bug
2018,149.0,-25.86685893107165,1.1,119,-0.19617546474646033,173,0,0.1,45.08045977011494,engine_check
2013,200.0,-7.1239284646964816,-1.8,96,1.949956519387341,172,-18,0.1,44.798850574712645,another_bug
2010,162.80299103075882,-5.218259274613862,0.1,491,-0.972168206149037,169,-4,0.1,43.64942528735632,engine_check
2015,167.5225609283261,9.095505530955398,1.8,135,-1.3928512565683007,171,-1,0.1,50.241379310344826,engine_fuel
2014,180.8316260130324,-5.149999908750811,0.3,182,0.15747479534885983,151,-13,0.0,49.82183908045977,electro_bug
2019,178.69795023847635,-4.892452467616524,-0.9,342,-1.7351586382315876,173,-14,0.0,49.10919540229885,electro_bug
2009,194.37575864887563,-13.028668384329125,0.8,106,-1.810986365749455,174,12,0.1,49.54597701149425,engine_ignition
2010,168.54443535569078,-0.1846748648215235,-2.6,476,0.7713445792127391,172,-7,0.1,43.76436781609196,wheel_shake
2015,200.0,-1.5523207376797714,-1.2,167,0.08311097156466393,169,-12,0.51,43.70114942528736,another_bug
2019,99.80874076101192,-8.17996287379523,0.9,499,0.5474551409799262,173,-10,0.75,44.94252873563219,break_bug
2011,92.38487449690062,2.033455226459908,1.0,302,-0.6319419983100859,173,-14,0.1,44.41379310344828,gear_stick
2011,150.0,-15.032660486017765,0.4,208,0.998772968859851,168,-3,0.1,44.71264367816092,engine_check
2014,158.11611649087635,2.1748905873219924,0.8,469,1.4855118868654729,174,-15,0.38,45.58045977011494,engine_check
2018,200.0,0.7181543700404677,0.4,241,0.44184054493583436,172,-13,0.1,43.7816091954023,another_bug
2018,121.98535207401925,0.3366464114746195,0.4,80,0.3298577378605565,171,19,0.3,45.31609195402299,break_bug
2016,177.03417210125264,0.95251124812314,-0.8,121,-1.0893675875642554,169,8,0.1,47.02873563218391,engine_check
2011,126.29943590039908,-15.055692047987622,0.5,330,-1.1137628437660123,173,0,0.1,43.85057471264368,wheel_shake
2018,128.67395470361598,-4.046715712529338,-1.2,367,-0.5375373018473193,172,-20,0.1,44.82183908045977,break_bug
2018,183.0,-0.7801486926339656,-1.9,201,-0.7533795807673912,167,-11,0.13,45.16091954022989,another_bug
2009,118.0,-3.2801223764583787,-0.8,489,1.289290872537674,170,18,0.12,44.80459770114943,wheel_shake
2018,97.71237308114851,0.6115941252322892,0.5,430,-0.08457555734801674,172,-4,0.1,44.36206896551724,gear_stick
2012,191.87084427412532,8.815742417677033,-1.3,287,0.5065632050693992,174,3,0.1,49.32183908045977,engine_ignition
2014,167.75301963093466,10.719821563450084,0.7,330,1.0724415951599238,169,2,0.1,49.08620689655172,engine_fuel
2012,126.25025702845625,-6.928580449354854,0.2,139,0.5902271817774498,168,-7,0.1,44.27586206896552,wheel_shake
2018,118.6956600407516,-8.270676113830488,0.7,382,0.08067319560268284,170,-8,0.62,44.66666666666666,gear_stick
2015,172.48946866820864,12.845932790061992,1.6,63,-0.15420350971141336,170,-8,0.1,50.7816091954023,engine_fuel
2015,117.98874953464332,-4.536328257980163,-1.7,387,-0.09289728845608328,172,-5,0.1,42.83908045977012,gear_stick
2017,96.46034565365888,1.832166940130296,1.6,210,1.2744631298119515,173,-17,0.1,45.00574712643678,gear_stick
2012,193.6793229926388,8.283410380123755,-0.6,363,-0.8470711062287228,173,4,0.1,51.03448275862069,engine_overheat
2018,181.7079543837177,-2.799750504135724,-1.4,78,0.14656182558653955,174,-5,0.1,49.66666666666666,engine_ignition
2018,110.73689432731238,-10.500890139648089,-0.6,97,0.41163345340734997,174,5,0.1,44.293103448275865,break_bug
2013,176.14147847169752,7.370735735448026,0.5,414,-0.31378673672374935,170,-5,0.1,50.2183908045977,engine_fuel
2015,196.47572208586325,9.953679798146116,0.1,418,-0.4598609409881913,169,9,0.1,49.48850574712644,engine_overheat
2011,169.4199129648544,-10.345117783927927,-0.5,425,-0.9256953099444264,174,17,0.1,50.11494252873563,engine_fuel
2013,159.82184358783422,-3.3143860701697925,-0.8,429,-0.4465094228468843,174,15,0.1,48.706896551724135,engine_fuel
2011,103.35082017429194,11.853363498312712,-2.2,75,-0.08950703116153806,173,-12,0.1,45.03448275862069,gear_stick
2009,130.2029561431095,-10.499981516109983,-0.2,243,-0.30009669608541784,173,4,0.42,44.06896551724138,gear_stick
2017,200.0,-11.115104184849963,1.3,80,-0.8802915589692766,173,8,0.0,50.2528735632184,electro_bug
2019,104.8885372896872,-1.352693040870581,1.3,442,0.16019324950697242,174,14,0.31,44.298850574712645,gear_stick
2012,156.0,-4.326004792490522,1.4,360,-0.10220677095141711,170,16,0.1,45.76436781609196,engine_check
2018,200.0,9.370697769628851,-0.2,444,1.6179705787882457,174,-8,0.0,46.54022988505747,electro_bug
2019,105.92153806100768,21.67372445835848,-2.0,377,-0.6320691471407719,173,10,0.1,44.10919540229885,break_bug
2018,178.90312821067562,-6.155537012974785,-1.6,356,0.3186821532294625,172,-4,0.11,44.72988505747127,engine_check
2018,176.124471564081,-16.15885985794612,1.8,411,-0.3259147622904589,168,10,0.1,50.52873563218391,engine_fuel
2018,148.38034993525943,-4.896887015841903,-0.0,129,-0.5168933409882364,172,4,0.1,44.85057471264368,wheel_shake
2011,156.0,0.8550648053633031,-1.0,68,-0.558415965860798,173,-18,0.1,43.833333333333336,engine_check
2010,129.36116373687366,-6.426285119370021,1.4,499,0.5357027782674318,169,7,0.1,43.833333333333336,wheel_shake
2015,123.6168164239498,12.613966443611345,0.1,213,-1.3465166880254602,173,-19,0.21,45.22413793103448,break_bug
2016,201.348446594179,-17.37061521565885,-0.1,311,0.8875016933061226,169,-2,0.1,49.689655172413794,engine_fuel
2016,165.65422410086234,-2.141184878522423,-0.2,404,-1.5980492533988642,169,-18,0.26,45.7183908045977,engine_check
2015,196.0,-14.807532193271587,-0.2,140,1.2356672860093312,172,1,0.0,49.22413793103448,electro_bug
2011,121.22832764963198,-2.6245653204779957,-0.2,91,-0.07704429208076903,174,-4,0.1,44.02298850574713,break_bug
2019,188.8800736236132,-3.412082566202905,1.2,166,-0.8604705894085446,172,2,0.1,45.0,another_bug
2009,121.0,-3.164364570928261,-0.5,115,-2.726899501326338,173,-16,0.1,44.49425287356322,break_bug
2009,96.66877847439612,-2.8409164571431167,0.5,347,-0.6882981278363282,173,14,0.1,44.31609195402299,gear_stick
2019,159.0,0.8181436862003485,-1.4,412,0.26755317632475656,169,8,0.1,43.36206896551724,another_bug
2014,199.7084807115582,2.093340132492983,-0.4,380,1.059476167426843,172,-17,0.1,48.94827586206897,engine_overheat
2010,106.5801126244114,-12.250616914683793,-0.3,231,0.41865643065286473,173,8,0.1,44.45977011494253,break_bug
2010,109.9756302091619,-5.779793325063146,0.7,456,0.5493915286977298,169,10,0.1,44.12068965517241,break_bug
2012,194.8169460268608,-8.427917893324182,-0.1,483,1.5253332736995426,174,18,0.1,49.793103448275865,engine_ignition
2011,192.6369446253853,-0.0682384693915841,-0.3,438,2.5594878894527247,172,16,0.1,43.4080459770115,another_bug
2017,196.90095564067087,-0.3995069294534578,-2.0,444,0.5956557755778746,170,-3,0.1,50.03448275862069,engine_fuel
2012,192.30120347804703,-11.484129164562724,-0.8,392,1.4739170452558095,172,0,0.0,49.793103448275865,electro_bug
2010,124.87684328692583,-7.992245321056112,0.8,178,0.22945475080387784,172,13,0.1,45.672413793103445,wheel_shake
2009,173.83760363759174,10.503945583667074,-0.2,320,0.8797356950578639,172,11,0.1,47.94252873563219,engine_overheat
2017,169.81773298265716,6.023429410125683,0.2,428,3.155537877385632,171,10,0.1,48.7528735632184,engine_ignition
2014,98.87601653149412,2.6616556165644685,-1.4,273,-1.651402275155699,174,2,0.1,44.02873563218391,break_bug
2019,193.56542379530845,-5.801820232395755,0.1,103,1.1256725366840077,173,13,0.1,51.06896551724138,engine_overheat
2019,117.19502748202515,-7.151181302258697,0.6,415,-0.026137869277960163,174,-19,0.12,44.89655172413793,break_bug
2018,155.34364261212752,1.905349571020201,1.4,315,-1.078732899200186,172,-3,0.1,45.05747126436781,engine_check
2014,185.30720473884284,1.6347755362785463,0.1,232,-1.568291355964205,173,-20,0.1,48.22988505747127,engine_ignition
2019,158.63828744990752,19.61103208528824,1.0,84,-0.9055791174799858,171,-15,0.1,47.58620689655172,engine_fuel
2014,178.35666518399452,-14.018908097196093,-0.3,381,0.18828306771669298,172,-12,0.1,50.293103448275865,engine_ignition
2018,191.53645307532904,-0.1418406999637527,1.3,114,-0.9725400967432536,167,16,0.1,49.25862068965517,engine_overheat
2017,173.04906333826102,-8.453459755904554,2.3,447,0.6252544787960619,171,3,0.1,48.95402298850575,engine_ignition
2009,126.47953570226522,9.00734839993886,-1.0,82,-0.12748078751911807,170,2,0.1,44.7183908045977,wheel_shake
2011,158.0,-11.203004975920082,-0.4,191,-0.04836263658450752,172,18,0.1,44.63793103448276,engine_check
2013,115.01107837243276,21.69206253270355,-1.2,333,0.0562465401604308,171,-6,0.1,45.36206896551724,break_bug
2018,198.0,20.548466722430035,-1.2,242,-0.7469546829883025,171,-14,0.53,44.247126436781606,another_bug
2016,106.35772778014424,7.624060501577048,1.5,124,-0.34254902783225927,172,-5,0.4,45.172413793103445,gear_stick
2018,176.0,9.815159347875095,-0.1,185,0.7493023032959852,172,12,0.1,43.51149425287356,another_bug
2018,100.82241211909948,0.3253052034531778,-1.1,374,0.6391317586855819,173,-2,0.1,44.40229885057471,gear_stick
2012,184.1955564864762,-19.61370623495307,-1.6,297,-1.1239758598967553,172,13,0.0,50.33908045977012,electro_bug
2015,159.57598615682787,-2.7225540152862173,1.0,284,1.3579401556508528,171,11,0.23,44.270114942528735,engine_check
2012,115.08727760374153,-2.605660067240685,0.5,161,-0.509065389957918,172,-8,0.93,44.98850574712644,break_bug
2015,199.3077721585928,15.149635472292267,-0.0,334,-0.7046432981233319,174,-4,0.1,50.57471264367816,engine_ignition
2013,179.0,7.745545436037043,-1.2,237,-0.5105043218303988,172,-3,0.1,49.39655172413793,engine_ignition
2017,169.18455338826254,18.91249999447784,-0.8,231,1.018704497521347,173,-10,0.0,47.47126436781609,electro_bug
2019,187.0,-3.216349242787854,-0.1,106,-1.3168340845631634,171,-2,0.1,50.97126436781609,engine_overheat
2013,184.0,-5.560999536226445,0.5,275,-0.3894628872870704,171,-6,0.1,45.14367816091954,another_bug
2018,200.0,2.841312428936133,-0.3,442,1.0142663297577352,173,7,0.1,43.77586206896552,another_bug
2016,104.4658514695168,2.546550062827702,-0.3,459,1.3045479848139006,173,16,0.1,44.27586206896552,gear_stick
2012,120.0,1.0137614035120488,-0.4,413,0.030550079363711347,171,19,0.1,44.0,gear_stick
2011,173.01802814919446,-4.303542321847989,0.5,101,1.061689522816587,173,2,0.0,49.689655172413794,electro_bug
2011,183.6695267527204,-4.236462503751793,0.3,51,-0.8591862978604515,170,4,0.1,49.21264367816092,engine_fuel
2019,172.9793299903048,-15.214752509565797,-1.2,338,0.295336731282777,169,13,0.1,46.51149425287356,engine_fuel
2018,165.41888157592098,-5.71560672798965,0.5,95,0.22574790761132488,170,7,0.1,49.14942528735632,engine_ignition
2013,175.78415638822744,11.645324294512111,1.2,338,-0.9795348136223229,173,2,0.1,49.88505747126437,engine_fuel
2010,105.14187068593208,0.0870174272814724,-0.5,190,1.1023488554957632,173,-14,0.1,44.78735632183908,break_bug
2017,160.17149409227414,1.4921166031055368,0.4,253,-0.6419987852312966,172,9,0.1,45.293103448275865,engine_check
2015,154.0,3.025661378952094,2.5,383,0.47643306685739056,171,-20,0.1,45.22988505747127,engine_check
2019,168.02944393694415,-1.3216070864583331,-0.3,378,0.19303262883244743,170,-5,0.1,50.9080459770115,engine_fuel
2016,194.88032068187323,7.633810153715556,0.6,428,-1.1695409804511758,172,8,0.1,44.270114942528735,another_bug
2018,184.7615506359436,-4.683869033855888,-1.1,338,1.4967745260557963,172,1,0.0,49.47701149425287,electro_bug
2010,174.29007833433965,-8.900604494727457,-0.4,95,-1.2127942470685584,173,18,0.1,52.52873563218391,engine_fuel
2015,176.0,-4.298699804699163,0.2,304,-0.9502058003628824,173,-12,0.1,45.05172413793103,another_bug
2013,190.4431064714544,-2.415873231831236,0.4,469,0.08674303781820626,173,-2,0.1,50.48850574712644,engine_ignition
2013,109.61755862499172,-19.638955736224645,-2.2,249,0.038480147646961546,174,-2,0.48,44.77586206896552,break_bug
2012,188.6342478248028,6.832895660815093,-1.2,425,-0.842512589974095,172,2,0.1,50.867816091954026,engine_ignition
2019,181.8318922005052,-14.154619694943127,1.7,201,-2.5620686834568036,169,18,0.1,51.54022988505747,engine_overheat
2013,195.6774216014153,-8.06681695083271,0.5,325,-0.7040717217470792,173,-8,0.1,51.4080459770115,engine_overheat
2019,189.84409110690984,9.163436044023577,-1.8,375,-1.3121562017692394,173,-12,0.1,51.58045977011494,engine_ignition
2016,131.3321720854777,4.239621122199203,0.5,51,-0.23486326764099777,171,-19,0.1,45.64367816091954,gear_stick
2012,112.0312426635182,-12.391037357722002,-0.2,281,1.4901253606035465,173,-8,0.1,44.35632183908046,break_bug
2011,193.54771785747167,-2.2189517874415814,-0.2,380,0.37363144166404716,173,-14,0.1,51.11494252873563,engine_ignition
2019,106.43580899719068,4.9300429933064045,0.1,69,-0.30209865073949355,174,-14,0.1,44.55172413793103,break_bug
2015,168.04561761944154,-0.2616533706041352,-1.6,210,-0.11481672489793714,172,5,0.42,44.51724137931034,engine_check
2009,187.0,-6.669915147169191,-0.1,285,-0.3497733047165035,170,10,0.1,50.672413793103445,engine_overheat
2018,189.45863308758967,0.9077566920581496,0.6,253,-0.4698513494328008,172,19,0.1,45.05747126436781,another_bug
2010,189.07374039415387,-5.693903911656938,0.9,198,-1.161020018441338,173,18,0.1,45.17816091954023,another_bug
2013,197.6651833084334,6.589599750913956,-0.6,138,-1.1830358449121268,172,7,0.1,48.798850574712645,engine_ignition
2017,155.0,1.4538975893631712,-0.9,333,-0.4454763941595193,173,-19,0.1,44.40229885057471,engine_check
2017,115.75335095016868,12.052603009071431,0.3,121,0.09375717890418754,174,-18,1.1,45.77586206896552,break_bug
2018,174.2323421865034,-0.1144599192597964,-0.3,463,-1.69605483951956,172,-7,0.1,49.60919540229885,engine_fuel
2010,113.42079787021832,-0.9541786736534734,0.2,393,0.4829260540400925,169,-3,0.1,45.42528735632184,gear_stick
2018,101.81354631608482,-26.26013573366008,1.1,357,0.3920636119749427,172,10,0.1,44.770114942528735,break_bug
2009,154.0,-6.262443095545644,-1.4,164,-0.5229368893874647,173,18,0.1,44.672413793103445,engine_check
2015,184.97885689471445,-0.7995660731364492,-0.8,292,0.6689935211041382,173,6,0.0,49.333333333333336,electro_bug
2010,157.15854905161314,-6.082735220886351,0.5,94,-0.6485857106382746,173,19,0.0,49.333333333333336,electro_bug
2012,102.28881575481094,-6.611511587692046,-1.1,443,-0.780781685397097,174,0,0.27,44.05747126436781,break_bug
2013,174.10256672998207,4.052109128429475,-1.1,339,2.021097770387185,168,7,0.1,44.195402298850574,another_bug
2012,170.41374318782368,-19.733319009458192,-0.5,164,0.4726738915535232,172,-14,0.0,50.54597701149425,electro_bug
2013,115.25614587701348,23.47313906679677,-1.2,449,0.17671330370535931,173,-7,0.1,44.810344827586206,gear_stick
2013,180.74876915673576,-3.95938829469224,-0.4,58,-0.06284910737257522,171,12,0.1,48.85632183908046,engine_overheat
2018,196.6015272676526,11.520849086503771,-1.5,182,-0.7125786628673275,169,-2,0.22,44.672413793103445,another_bug
2013,120.80322383161446,-14.467904735954914,0.2,418,0.8828393999793924,173,18,0.52,44.08045977011494,gear_stick
2019,102.36312326002162,13.931501279715205,1.3,63,-0.06333140650884209,173,17,0.1,45.195402298850574,gear_stick
2016,184.71372771282304,0.9332636818850368,0.7,236,1.2657119207863032,173,-20,0.0,49.32183908045977,electro_bug
2016,195.0,-7.936596003877264,-0.2,235,-1.5979436518851875,171,-17,0.93,43.770114942528735,another_bug
2016,171.24633516394275,4.570241344058515,0.5,291,-1.2537425388961907,171,-10,0.1,49.16666666666666,engine_fuel
2018,125.81599390895596,-4.757229237585258,0.1,465,0.3308991850550833,172,-10,0.1,45.06896551724138,break_bug
2018,161.09125877225728,7.752439046501321,0.1,179,1.0081030694499344,170,3,0.1,48.93103448275862,engine_fuel
2010,200.0,-12.589049080542754,-0.3,363,-1.0799029428917373,172,5,0.0,48.3448275862069,electro_bug
2018,123.37593392777023,1.1557860893968834,-1.3,454,0.28095211325876274,173,6,0.27,45.14942528735632,gear_stick
2011,179.70484239712894,3.0739249414143446,0.2,235,0.5528956075123845,173,-18,0.1,51.82183908045977,engine_ignition
2018,162.90207984037684,8.91025655119634,1.4,302,-0.17599780277269508,174,16,0.1,44.333333333333336,engine_check
2009,153.44415568043152,1.4210703353276244,-0.3,72,-1.264395001201074,171,4,0.1,49.33908045977012,engine_fuel
2012,192.25114586579247,-2.988699961097418,-0.7,404,-0.39620032347772827,173,13,0.1,49.27586206896552,engine_overheat
2009,113.66431877103152,5.019001988742897,-0.6,119,1.019868928501731,172,-10,0.81,44.17816091954023,break_bug
2015,135.59811440394918,4.384066095880039,-0.8,411,0.1808512144201237,167,-11,0.1,44.13793103448276,wheel_shake
2011,176.0,-2.039434706731797,0.5,153,-0.719412212826802,170,-6,0.1,43.66666666666666,another_bug
2009,159.0,-3.2770456881673207,-0.6,244,1.3636528439175986,167,13,0.1,46.2816091954023,engine_check
2017,117.77742212019918,-11.037943777193648,1.3,180,1.0955122303459124,173,-5,0.1,44.72413793103448,break_bug
2009,192.62393633922,-17.010183492527293,-1.7,88,2.490223776779726,171,-17,0.1,50.293103448275865,engine_ignition
2010,200.0,-0.1268869076713495,-1.0,147,0.14140815300503426,170,-11,0.1,44.11494252873563,another_bug
2009,183.02155127404052,2.0727358641277323,-0.3,205,0.7723020550690356,169,7,0.1,51.01724137931034,engine_fuel
2012,101.74359099449605,-16.425079814785512,1.3,378,0.4127446232219571,174,13,0.1,43.367816091954026,gear_stick
2011,200.0,0.0449558176337996,-1.8,393,0.42973358089008773,170,-8,0.1,45.98850574712644,another_bug
